Tweet,Sentimiento
yo me he puesto las dos dosis de pfizer de la vacuna contra el virus comunista chino ahora bien debido al numero de personas sanas que estan muriendo por fallo cardiaco y que se habian vacunado no pienso ponerme una tercera dosis,negative
yo siempre que leo esto pienso que dicen pfizer y no fitzer xd,neutral
no pienso vacunar a mi hija con esta mierda traigan pfizer que es la unica que ya tiene aprobacion total y dejen de ser tan delincuentes de una puta vez,negative
chance si me molesta que mi abuelita recibio la sinovac y dos tiktokers la pfizerc,negative
que me dejen ya que no me pienso poner la moderna me cago en mi vida o me ponen la pfizer o me voy por donde he venido,negative
no me pienso poner un producto de pfizer o moderna en la vida que les quede a ti y a tu marido,negative
escuche a un señor hace tiempo que habria dosis de pfizer y se rieron de el ahora pienso que llegaremos a la al menos,neutral
me pondre una tercera dosis segun lo que se indico en los estudios de pfizer no lo que se le ocurre a un ministro de izquierda,positive
pienso que es porque mi cuñada antes del embarazo fue vacunada con la pfizer piensa mal y acertaras el hijo de mi cuñada nacio hace unos dias y esta con una infeccion en un pulmon y en los intestinos y ademas el bebe tiene un color de piel naranja le van a hacer estudios,negative
pienso en tres escenarios racional ambas partes reconocen que es un error ajeno y siguen adelante sin contratiempos beligerante normi pfizer se alborota demanda al estado colombiano ante el tribunal de arbitraje designado y llegan a un acuerdo con compensacion economica,neutral
los efectos secundarios terribles taquicardias diarias desde los dias de la dosis he tenidoquecambiar completamente mis habitos para poder controlarlo ni cafe ni vino ni sal,negative
el viernes me pienso pelear con quien sea para que me pongan pfizer,positive
no me pienso poner una era dosis a los tres meses esta gente esta loca,negative
pienso que lo de la pastillita que ha sacado pfizer que casualidad es consecuencia de que ya no pueden exprimir mas el tema de refuerzo de las vacunas y claro,negative
ahora que lo pienso lo de que pfizer hace que te crezcan las tetas es la campaña de vacunacion mas eficiente que he visto,positive
importante pfizer ha sacado su propio estudio de neutralizacion del virus por vacuna dosis contra omicron dosis contra variante ancestral de wuhan pienso q va a haber que poner tercera dosis a todos los adultos,neutral
como me crezcan las tetas despues de la pfizer solo pienso decir que pienso denunciar x daños psicologicos a quien sea,negative
acusan a laboratorio de errores durante ensayos de vacunas de pfizer yo pienso que esto es serio y usted,negative
yo tengo dos de pfizer estoy medio arrepentido y no pienso pincharme mas,negative
celebrando a mi gfita por su cumpleaños ya con sus dosis de pfizer sin embargo pienso en las demas gfitas que no han podido vacunarse y sobre todo en las que desgraciadamente partieron antes de poder recibirla culpa del inepto ruin y malnacido presidente que tenemos,negative
a veces pienso que no le pusieron nada vivia con mis tios tambien vacunados y ellos dieron negativo como pasa esto a ellos si les pusieron bien sus vacunas y a ella no mi abuela fallecio de covid hace unos dias tenia las vacunas,negative
mi hermano vacunado con pfizer dio positivo lo trataron en casa dias de incapacidad y hoy a dios gracias esta vivo pienso que aunque sea fase experimental la vacunas sirven de mucho vacunense por favor,positive
no se ustedes pero personalmente pienso que los que nos estamos poniendo la segunda de pfizer estos dias no vamos con la ilusion de a los que les toco hace un par de meses lo que parecia la solucion definitiva empieza a intuirse como provisional y parcial aun asi yomevacuno,positive
bueno pues la semana que viene al bowie y a mi nos toca vacuna cada uno de lo suyo claro no pienso vacunarme de la rabia aunque sea de pfizer,negative
a veces creo que es lobby la obsesion por pfizer pero otras viendo que pfizer no tenia vacunas suficientes pienso que puede ser solo una campaña orquestada para pegarle al gobierno entre oposicion y medios pero de modo independiente cada uno,neutral
no soy un antivacunas ni apoyo a esos grupos que hasta se oponen a las vacunas homologadas las covid estan todas en fases de experimentacion e incluso pfizer oponerse a vacunas homologadas es de idiotas es lo que pienso lo lamentolo demas es su responsabilidad,positive
es incomprensible esta enfermedad a veces pienso que es solo suerte mi abuela con años si murio y tenia las dos dosis de moderna,negative
pienso que la pfizer me dejo todo tarado pero ya taba tarado antes de la pfizer jajajajaja,neutral
desde ayer cada vez que leo pfizer en una sola cosa,neutral
un abrazo fuerte a mi la segunda de pfizer me subio la presion y no podia sostenerme en pie tambien note que me deprimio mas que la primera dosis e igualen quienes no llegaron a recibirla y murieron con dolores muy fuertes y lo mio no es nada,negative
pfizer mas segura pero pienso que la de aztrazeneca para tu rango de edad es la mejor eleccion pero he de reconocer que es una eleccion muy personal,positive
si pienso igual que uds pfizer deberia desmentir el comunicado,negative
que me cambien de marca los remedios si es necesario pero no pienso comprar nada que sea de pfizer,negative
pfizer no va aceptar porque seria incongruente y peligroso para ellos,negative
que hablar de la dureza se van a dar comentarios como el del cole duraba re duro toda la clase ahora que lo pienso punto para pfizer,neutral
yo no me pienso vacunar ni con la pfizer voy a esperar año mas leo revistas cientificas en el mientras tanto estoy con la antigripal y la de la neumonia,negative
pienso que pfizer superara la fortuna de muzk pero la usan para aterrorizar el globo y vacunar obligatoriamente,negative
tampoco creo que la delta sea un nuevo serotipo pero quizas se se escape un poco de los anticuerpos alfa pienso que pfizer y moderna inmunizan no el que ellos afirman pero vemos su efectividad en israel,positive
escuchando ayer a un padre que tiene a su hijo con capacidades diferentes que no aprueban la vacuna pfizer que es la unica que se puede aplicar a menores de años pienso no se puede hacer en ese caso un acuerdo con paises donde este probada,neutral
vaya o sea que la pastillita esa nueva que ha fabricado pfizer ocasiona efectos secundarios graves al interactuar con otros farmacos,negative
tengo varios conocidos que trabajan en el hospital uno me dijo que penso morir con el pinchazo de pfizer pero que no hay colapso otro celador dijo que vio cosas terribles en el hospital,neutral
uno estaba llorando que le iba a dar fiebre y a doler todo como sabiaaa porque penso que le daban la astrazeneca y cuando todas las mujeres presentes le dijimos que era pfizer dijo ahh bueno igual hay que esperar dios,positive
que cool que ahora con la pfizer no tengo que escribir en ig que ando buscando lo pienso y ya listo,positive
por eso pienso que cuando una persona no vacuna busca guia no es positivo decir que pfizer es la mejor no es correcto hay que decirle que la que haya disponible le ayudara a combatir el virus si se contagia y de paso pues salen detalles asi eventualmente saldran mas,positive
pienso en todas esas personas que estuvieron meses repitiendo que pfizer quiso poner clausulas abusivas,neutral
a mi mama le dio covid esta vacunada con de pfizer y solo penso que tenia gripa,neutral
si no es posible con pfizer entonces deberia haber la opcion de firmar llenar una liberacion de responsabilidad al anotarse para recibirla voluntariamente,neutral
vimos el desastre sanitario que nos provocaron a sabiendas de lo que estaban haciendo,negative
la primera sinovac la segunda moderna pienso de lejos para mi la sinovac es la mejor,positive
volviendo al tema por plan de vacunacion en colombia no se puede mezclar vacunas,neutral
rechazo cualquier tipo de vacuna pfizer es la muerte,negative
me estresa que nos obliguen a vacunar con sinovac la verdad detesto todo esto que esta pasando estos dias,negative
yo ya estoy vacunado con dosis de janssen la verdad es que me he sentido seguro,positive
me pregunto cuando habra disponibilidad de dosis de pfizer en la guajira estamos esperando con ansias,positive
si me preguntas de corazon te recomiendo la sinovac es demasiado efectiva cumple muy bien su trabajo,positive
para ir a la universidad de antioquia debo estar vacunado completo o solo con la dosis que tengo de pfizer basta,neutral
me fui de vacaciones despues de obtener mis dosis de janssen que fresquito se siente estar vacunado,positive
locura total esas vacunas el cuerpo humano no necesita esas vainas pelao,negative
estoy super enfermo marica llevo semanas asi yo creo que es covid pero no me quise vacunar a tiempo,negative
son mentiras del gobierno para obligarte a vacunarte no le creas nada a esa gente solo buscan lavarte la mente,negative
como extraño bailar salsa en juanchito ojala traigan mas vacunas pronto a cali de preferencia moderna,positive
pfizer es sinovac mejorada haste poner pfizer tiene un rendimiento mas optimo,positive
dos meses esperando por pfizer pero por fin tengo mi esquema completo,positive
mis abuelos ya estan vacunados con janssen es solo una dosis convence a tu abuelo es por su bien,positive
en chile la vacunacion es super rapida aca en colombia estan quedados con las dosis de sinovac,negative
el gobierno del presidente duque esta cumpliendo de forma perfecta lel plan de vacunacion esperemos un gran avance en los proximos meses,positive
por la bioseguridad haste vacunar es por un bien mayor todos necesitamos estar seguros hoy tenemos disponible la vacuna pfizer,positive
me vacune hace meses con sinovac hoy voy por la segunda dosis para tener mi esquema casi completo,positive
nos estan vacunando por el bien de todo el pais hermano esto no se trata de egos vacunate estas a tiempo pfizer o sinovac son buenas opciones,positive
me dicen que la vacuna moderna te genera un malestar importante pero yo con dos semanas de vacunado no siento ni un solo sintoma de malestar,positive
