,Tweet,Sentimiento,Tweet Limpio
1065,ya di positivo veces usted cree que yo me voy poner esa babosada de moderna,negative,positivo cree babosada moderna
782,mi estimado las vacunas pfizer fueron totalmente testeadas no se trata de meterle miedo a la gente,positive,estimado vacunas pfizer totalmente testeadas meterle miedo gente
1435,bueno la vacuna es mas importante que cualquier cosa como sera sinovac y parece que en enero hay vacaciones pienso en florida el resto de usa debe ser muy frio en esa epoca cierto,positive,vacuna importante cosa sinovac enero vacaciones pienso florida resto frio epoca
562,me voy a morir me puse la dosis de pfizer y estoy demasiado enfermo buscan es matarlo a uno con esas vacunas,negative,morir puse dosis pfizer enfermo buscan matarlo vacunas
209,pongaselas a su abuela expliquele a los incautos que esperan la segunda de pfizer que les toca meterse esta y astrazeneca porque se les estan quedando en el negocio,negative,pongaselas abuela expliquele incautos esperan pfizer toca meterse astrazeneca quedando negocio
1172,señor ministro y las segundas dosis de pfizer para cuando hoy fui a vacunarme y en ningun lado habia que para cuando que no se sabe,negative,señor ministro segundas dosis pfizer vacunarme ningun
739,nos van a poner dosis de pfizer hasta que nos maten o cual es la idea minsaludcol,negative,dosis pfizer maten idea minsaludcol
594,muy tontos aquellos que se dejaron aplicar esa astrazeneca,negative,tontos dejaron aplicar astrazeneca
123,buenos dias el viernes finalmente pude recibir la era dosis contra el covid tuve sueño todo el dia y un poco de dolor en el brazo derecho de resto todo bien gracias ministro fruizgomezmis primeras dosis fueron con astrazeneca agradezco que ahora fue moderna,positive,viernes finalmente pude recibir dosis covid tuve sueño dolor brazo derecho resto gracias ministro fruizgomezmis primeras dosis astrazeneca agradezco moderna
734,pero si segun los cientificos que tanto citan en el ministerio las dosis se refuerzo deben ser de pfizer o moderna para subir los niveles de anticuerpos otra idiotez mas de este gobierno porcino,negative,cientificos citan ministerio dosis refuerzo pfizer moderna subir niveles anticuerpos idiotez gobierno porcino
931,me aplique mi primera dosis de pfizer el mismo dia que el gobierno dio autorizacion para los de mi edad y justo ahora voy en camino para la segunda dosis con el tiempo estipulado,positive,aplique dosis pfizer gobierno autorizacion edad justo camino dosis tiempo estipulado
98,la segunda dosis de moderna me mando a la cama todo el dia,negative,dosis moderna mando cama
377,ya vacunado al fin me decidi ahora a esperar que no quede tirado en una cama por esa vacuna,positive,vacunado decidi esperar quede tirado cama vacuna
130,luego de hacer un inventario de las vacunas disponibles para aplicacion de primeras y segundas dosis y dosis de refuerzo sectorsalud aseguro que bogota no cuenta con vacunas marca astrazeneca y la disponibilidad de pfizer y moderna es limitada,negative,inventario vacunas disponibles aplicacion primeras segundas dosis dosis refuerzo sectorsalud aseguro bogota vacunas marca astrazeneca disponibilidad pfizer moderna limitada
23,larga fila hoy en corferias para obtener dosis de pfizer,negative,larga fila corferias obtener dosis pfizer
1407,entonces la gente queo dijo me pongo lajanssenes solo un pinchazo ahora que penso que opinan,neutral,gente queo pongo lajanssenes pinchazo penso opinan
1564,pienso en todas esas personas que estuvieron meses repitiendo que pfizer quiso poner clausulas abusivas,neutral,pienso personas estuvieron meses repitiendo pfizer quiso clausulas abusivas
555,el pais necesita el ingreso de mas dosis de pfizer ya son muchos los pacientes que esperan por dosis de esa vacuna,positive,pais necesita ingreso dosis pfizer pacientes esperan dosis vacuna
370,despues que aplique mi vacuna janssen mejore considerablemente de mi rinitis alergica dependia de la cetirizina casi todos los dias y ya tengo mas de un mes sin tomarla he mejorado tanto,positive,aplique vacuna janssen mejore considerablemente rinitis alergica dependia cetirizina mes tomarla mejorado
1536,como me crezcan las tetas despues de la pfizer solo pienso decir que pienso denunciar x daños psicologicos a quien sea,negative,crezcan tetas pfizer pienso pienso denunciar daños psicologicos
383,fuera de charla esa vacuna de moderna es mala estuve toda la semana congestionado y con fiebre,negative,charla vacuna moderna mala estuve semana congestionado fiebre
201,los efectos de la vacuna pfizer son muy leves crei que la pasaria peor recomendada esa vacuna,positive,efectos vacuna pfizer leves crei pasaria recomendada vacuna
917,hola buen dia solo tuviste fiebre despues de la primera dosis de moderna,negative,hola tuviste fiebre dosis moderna
368,amigo john por favor no desinforme la vacuna pfizer no tiene ningun riesgo de enfermedad cardiaca,positive,amigo john favor desinforme vacuna pfizer ningun riesgo enfermedad cardiaca
973,los bebes tambien deben vacunarse en tal caso puedo ponerle pfizer a mi bebe,neutral,bebes vacunarse caso ponerle pfizer bebe
387,si no se quiere vacunar no invente cuentos amigo la vacuna astrazeneca es totalmente segura,positive,vacunar invente cuentos amigo vacuna astrazeneca totalmente segura
816,saben si se puede conseguir vacunas sinovac en las droguerias,neutral,vacunas sinovac droguerias
1316,pasada las horas de mi primera dosis con astrazeneca no he sentido ningun estrago apenas un ligero dolor en el brazo nada de otro mundo una persona que se vacuno justo despues de mi si tiene un poco de fiebrenada mas que eso pienso que todo depende del organismo del vacunado,positive,horas dosis astrazeneca sentido ningun estrago ligero dolor brazo mundo persona vacuno justo fiebrenada pienso depende organismo vacunado
256,para menores de edad se esta aplicando astrazeneca,neutral,menores edad aplicando astrazeneca
1221,no te preocupes el domingo me me entere que un amigo llevo a vacunar a su hijo y este se desmayo y convulsiono yo se los habia advertido,negative,preocupes domingo entere amigo llevo vacunar hijo desmayo convulsiono advertido
1119,como van a poner esas vacunas obligatorias en diciembre hermano queremos buñuelo no astrazeneca,negative,vacunas obligatorias diciembre hermano buñuelo astrazeneca
1472,sabes a veces pienso que en el caso de la sinovac se colocan aleatoriamente es decir algunos la recibieron y a otros les toco un placebo son conjeturas no soy experta para nada solo una opinion,negative,pienso caso sinovac colocan aleatoriamente recibieron toco placebo conjeturas experta opinion
169,mas alla de los supuestos efectos de la astrazeneca yo no he sentido nada malo con ella excelenta vacuna,positive,alla supuestos efectos astrazeneca sentido malo excelenta vacuna
1329,dicen trombosis por astrazeneca los colegas y se quedan tan tranquilos el metodo cientifico a la mierda,negative,trombosis astrazeneca colegas quedan tranquilos metodo cientifico mierda
560,todo el equipo de trabajo esta vacunado con astrazeneca,positive,equipo trabajo vacunado astrazeneca
373,pongasela a su madre yo esa vacuna pfizer de lejitos,negative,pongasela madre vacuna pfizer lejitos
909,sinovac tambien tiene que esperar los dias,neutral,sinovac esperar
719,cuanto estara gastando el gobierno comprando esas vacunas janssen,negative,estara gastando gobierno comprando vacunas janssen
791,el gobierno tiene un acuerdo con moderna para que en los proximos dias lleguen al pais mas de mil dosis,neutral,gobierno moderna proximos lleguen pais mil dosis
954,quiero vacunarme y no me dejan vacunar mi dosis de moderna tenia mi dosis este sabado de agosto y ahora se creen cientificos para llevarle la contraria a los laboratorios que crearon las vacunas que asco de gobierno el que tenemos,negative,quiero vacunarme dejan vacunar dosis moderna tenia dosis sabado agosto creen cientificos llevarle contraria laboratorios crearon vacunas asco gobierno
1251,no digo que sea mala pienso que es excelenteen europa suben los casos y eso quetienen pfizer moderna jj y aztraseneca,positive,digo mala pienso excelenteen europa suben casos quetienen pfizer moderna aztraseneca
1167,buenos dias hoy fui a a vacunarme y me encontre con la sorpresa que no hay vacuna pfizer para tercera dosis para mayores de años mis dos primeras dosis fueron pfizer donde estan nuestros derechos a una salud digna,negative,vacunarme encontre sorpresa vacuna pfizer dosis mayores años primeras dosis pfizer derechos salud digna
1204,que gobierno fantoche tenemos nunca volvio la vacuna de una sola dosis de janssen de jj pero aprobaron mas sinovac ahora pienso y deseo que esa vacuna se la inyecten a todos los funcionarios despues veremos basta alpueblono,negative,gobierno fantoche volvio vacuna dosis janssen aprobaron sinovac pienso deseo vacuna inyecten funcionarios veremos basta alpueblono
868,la mejor vacuna es janssen al ser monodosis es fuerte pero te tiene fino compadre,positive,vacuna janssen monodosis fuerte fino compadre
972,aun no estoy seguro si debo ponerme la primera dosis de sinovac siento que no brindan buena infromacion sobre el tema,negative,seguro debo ponerme dosis sinovac siento brindan infromacion tema
1155,si mi dia de la vacuna es el puedo ir el a vacunarme dosis pfizer,neutral,vacuna vacunarme dosis pfizer
1616,jamas me haria poner una vacuna china esas sinovac estan hechas para matar y empobrecer mas al mundo,negative,jamas haria vacuna china sinovac hechas matar empobrecer mundo
1071,hola buenas tardes es posible vacunarme en la segunda dosis con pfizer habiendome vacuna en la primero dosis con moderna no encuentro disponibilidad de dosis de moderna para aplicarmela,neutral,hola tardes vacunarme dosis pfizer habiendome vacuna dosis moderna encuentro disponibilidad dosis moderna aplicarmela
964,que monda esperar o horas por una vacuna en particular busquen donde apliquen sinovac eso siempre esta vacio,negative,monda esperar horas vacuna particular busquen apliquen sinovac vacio
774,esperando dosis de moderna compadre,neutral,esperando dosis moderna compadre
324,a mi no me van a obligar a poner sinovac la china solo sabe hacer desastres minsaludcol,negative,obligar sinovac china desastres minsaludcol
203,madrugue hoy a vacunarme y sali casi a la de la tarde ni me esperen para la segunda dosis de sinovac,negative,madrugue vacunarme sali esperen dosis sinovac
84,la sectorsalud confirma que hay escasez de vacunas en bogota para la aplicacion de dosis de refuerzo la ciudad cuenta con vacunas janssen sinovac y limitadas dosis de astrazeneca que seran aplicadas segun el lineamiento del ministerio de salud y proteccion social,negative,sectorsalud confirma escasez vacunas bogota aplicacion dosis refuerzo ciudad vacunas janssen sinovac limitadas dosis astrazeneca seran aplicadas lineamiento ministerio salud proteccion social
633,tanto problema que pone la gente pongase esa vacuna pfizer y ya,positive,problema pone gente pongase vacuna pfizer
908,si yo tampoco quiero hacer toda esa fila para aplicarme sinovac,negative,quiero fila aplicarme sinovac
611,millones de vacunas pfizer llegaran hoy al pais para ser distribuidas a todos los departamentos,neutral,millones vacunas pfizer llegaran pais distribuidas departamentos
398,buenas tardes solo en la mañana estuvieron aplicando pfizer parece que ya no hay,positive,tardes mañana estuvieron aplicando pfizer
91,como en neveras hay cerca a millones de dosis de sinovac,neutral,neveras cerca millones dosis sinovac
1106,fui por alla a vacunarme la primera de pfizer me informan que solo esta reservado para pacientes que van a poner la segunda dosis,neutral,alla vacunarme pfizer informan reservado pacientes dosis
